time
1900-01-01 00:20:47.623
1900-01-01 00:20:51.350
1900-01-01 00:20:46.573
1900-01-01 00:20:56.853
1900-01-01 00:20:49.610
1900-01-01 00:20:54.833
1900-01-01 00:20:49.933
1900-01-01 00:20:47.963
1900-01-01 00:20:50.627
1900-01-01 00:20:51.400
1900-01-01 00:20:50.543
1900-01-01 00:20:51.460
1900-01-01 00:20:53.370
1900-01-01 00:20:52.723
1900-01-01 00:20:52.357
1900-01-01 00:20:54.107
1900-01-01 00:20:51.750
1900-01-01 00:20:52.077
1900-01-01 00:20:52.013
1900-01-01 00:20:53.107
1900-01-01 00:20:53.300
1900-01-01 00:20:52.937
1900-01-01 00:20:50.647
1900-01-01 00:20:50.370
1900-01-01 00:20:46.297
1900-01-01 00:20:46.043
1900-01-01 00:20:45.527
1900-01-01 00:20:47.090
1900-01-01 00:20:47.703
1900-01-01 00:20:48.403
1900-01-01 00:20:47.140
1900-01-01 00:20:46.750
1900-01-01 00:20:42.837
1900-01-01 00:20:42.520
1900-01-01 00:20:41.880
1900-01-01 00:20:45.907
1900-01-01 00:20:42.703
1900-01-01 00:20:42.623
1900-01-01 00:20:43.943
1900-01-01 00:20:43.763
1900-01-01 00:20:44.757
1900-01-01 00:20:42.290
1900-01-01 00:20:40.750
1900-01-01 00:20:43.617
1900-01-01 00:20:43.650
1900-01-01 00:20:41.803
1900-01-01 00:20:43.917
1900-01-01 00:20:45.877
1900-01-01 00:20:43.420
1900-01-01 00:20:42.407
1900-01-01 00:20:40.187
1900-01-01 00:20:40.947
1900-01-01 00:20:45.350
1900-01-01 00:20:43.463
1900-01-01 00:20:41.520
1900-01-01 00:20:44.073
1900-01-01 00:20:42.957
1900-01-01 00:20:59.247
1900-01-01 00:20:43.727
1900-01-01 00:20:45.537
1900-01-01 00:20:42.640
1900-01-01 00:20:43.043
1900-01-01 00:20:43.427
1900-01-01 00:20:43.260
1900-01-01 00:20:42.607
1900-01-01 00:20:41.317
1900-01-01 00:20:44.657
1900-01-01 00:20:44.663
1900-01-01 00:20:44.660
1900-01-01 00:20:42.817
1900-01-01 00:20:43.210
1900-01-01 00:20:44.147
1900-01-01 00:20:45.003
1900-01-01 00:20:41.830
1900-01-01 00:20:44.353
1900-01-01 00:20:43.890
1900-01-01 00:20:45.830
1900-01-01 00:20:43.617
1900-01-01 00:20:44.493
1900-01-01 00:20:44.173
1900-01-01 00:20:42.397
1900-01-01 00:20:40.900
1900-01-01 00:20:41.597
1900-01-01 00:20:41.483
1900-01-01 00:20:40.430
1900-01-01 00:20:40.517
1900-01-01 00:20:39.753
1900-01-01 00:20:41.343
1900-01-01 00:20:41.930
1900-01-01 00:20:42.513
1900-01-01 00:20:41.353
1900-01-01 00:20:42.710
1900-01-01 00:20:43.130
1900-01-01 00:20:43.030
1900-01-01 00:20:44.350
1900-01-01 00:20:40.580
1900-01-01 00:20:41.617
1900-01-01 00:20:41.937
1900-01-01 00:20:41.150
1900-01-01 00:20:41.110
